index,song,year,artist,genre,lyrics
255,boyz-in-the-hood-remix,2007,eazy-e,Hip-Hop,"Hey yo man, remember that shit Eazy did a while back
Motherfuckers said it wasn't gonna work
That crazy shit, yeah the stupid shit
Hey yo Eazy! (Yo!)
Hey man why don't you come off the piano for a minute
And bust this crazy shit
Woke up quick at about noon
Just thought that I had to be in Compton soon
I gotta get drunk before the day begins
Before my mother starts bitchin' about my friends
About to go and damn near went blind
Young niggaz at the pad throwin' up gang signs
Ran in the house and grabbed my clip
With the Mac-10 on the side of my hip
Bailed outside and pointed my weapon
Just as I thought, the fools kept steppin'
Jumped in the fo' hit the juice on my ride
I got front back and side to side
Then I let the Alpine play
Bumpin' new shit by NWA
It was ""Gangsta Gangsta"" at the top of the list
Then I played my own shit, it went somethin' like this
Cruisin' down the street in my six-fo'
Jockin' the bitches, slappin' the hoes
Went to the park to get the scoop
Knuckleheads out there cold shootin' some hoops
A car pulls up, who can it be?
A fresh El Camino rolled, Kilo G
He rolls down his window and he started to say
It's all about makin' that GTA
Cuz the boyz n tha hood are always hard
You come talkin' that trash we'll pull your card
Knowin' nothin' in life but to be legit
Don't quote me boy, cuz I ain't sayin' shit
Down on B's in the place to give me the pace
He said my man JB is on freebase
The boy JB was a friend of mine
Til I caught him in my car tryin' to steal my Alpine
Chased him up the street to call a truce
The silly motherfucker pull out a deuce-deuce
Little did he know I had a loaded 12 gauge
One sucker dead, LA Times front page
Cuz the boyz n tha hood are always hard
You come talkin' that trash we'll pull your card
Knowin' nothin' in life but to be legit
Don't quote me boy, cuz I ain't sayin' shit
Bored as hell and I wanna get ill
So I went to a spot where my homeboys chill
The fellows out there, makin' that dollar
I pulled up in my 6-4 Impala
They greet me with a 40 and I start drinkin'
And from the 8-ball my breath starts stinkin'
Left to get my girl, to rock that body
Before I left I hit the Bacardi
Went to her house to get her out of the pad
Dumb hoe says something stupid that made me mad
She said somethin' that I couldn't believe
So I grabbed the stupid bitch by her nappy ass weave
She started talkin' shit, wouldn't you know?
Reached back like a pimp and slapped the hoe
Her father jumped up and he started to shout
So I threw a right-cross and knocked his old ass out
Cuz the boyz n tha hood are always hard
You come talkin' that trash we'll pull your card
Knowin' nothin' in life but to be legit
Don't quote me boy, cuz I ain't sayin' shit
I'm rollin' hard now I'm under control
Then wrapped the six-fo' round the telephone poll
I looked at my car and I said, ""Oh brother
I throw it in the gutter and go buy another""
Walkin home and I see the G ride
Now Kat is drivin Kilo on the side
As they busted a U, they got pulled over
An undercover cop in a dark green Nova
Kat got beat for resistin arrest
He socked the pig in the head for rippin his Guess
Now G is cut for doin the crime
For defense on the boy, he'll do some time
Cuz the boyz n tha hood are always hard
You come talkin' that trash we'll pull your card
Knowin' nothin' in life but to be legit
Don't quote me boy, cuz I ain't sayin' shit
I went to get them out but there was no bail
The fellaz start to riot in the county jail
Two days later in municipal court
Kilo G on trial straight cold cut a fork
""Disruption of the court"", said the judge
On a six year sentence my man didn't budge
Bailiff came over to turn him in
Kilo G looked up and gave a grin
He yelled out ""fire!"", then came Suzi
The bitch came in with a sub-machine uzi
Police shot the bitch but didn't hurt her
Both up state for attempted murder
Cuz the boyz n tha hood are always hard
You come talkin' that trash we'll pull your card
Knowin' nothin' in life but to be legit
Don't quote me boy, cuz I ain't sayin' shit"
256,fuck-dre,2007,eazy-e,Hip-Hop,"Artist: Master P ++++++++++
Album: Ghetto Dope
Song: Pass Me Da Green
Typed by: burn1ing@aol.com
This is a ghetto public announcement (weed smokers)
Roll your blunts tight
And light your joints
Inhale...slowly exhale
And that's how you get high.
(clip from Friday)
I know you don't smoke weed... I know this
But I'm gonna get you high today
Cause it's Friday, you ain't got no job, and you ain't got shit to do
Pass me da green, I need some weed with my Hennessy {*repeat 8X*}
(Inhale....exhale) Eyes selling red, got my dank from the Bahamas
Went to see my girl smoke some green with her mama
Jumped in my Cutlass on the way to the liquor store
Picked up some blunts, got ten on the 2-0
Fix these palm trees wit some green leaves
Got a nigga's head spinning like the seven seas
Puff, puff, pass, nigga that's what Simon say
Fools that hog the green or da weed gonna get carried away
Fingernails burnt, lookin like a tweeker
Ears steadily poppin, but not from the speakers
Green got me hungry, fiendin for them munchies
cause real smokers don't blow no fuckin green on empty stomachs
Pass me da green, I need some weed with my Hennessy {*repeat 4X*}
Green trees pack wood, make cabbage
I like to get high but it ain't a bad habit
Speed up with that weed smoke comin out my 'llac
Got a hottie in the front and one in the back
Blowin shotguns to me and my homie
I feel like this weed make a young nigga horny
I stopped the fuckin lac at Holiday Inn
I ain't even trippin, told the girls to come in
Laid her down steady cause she know I'm ready
Choppin up weed like motherfuckin spaghetti
Hoes down south must know voodoo
cause every time I hit the weed I'm lookin for Isuzus
Pass me da green, I need some weed with my Hennessy {*repeat 5X*}
Y'all high yet?
Pass me da green, I need some weed with my Hennessy {*repeat 3X*}
Damn nigga y'all chokin, get the fuck out of here nigga
Pass me da green I need some weed with my Hennessy
Nigga I said are y'all high yet?
Pass me da green I need some weed with my Hennessy {*repeat 3X*}
Oh, you think you trippin now huh?
You thinkin you hearing voices nigga?
Well, if you is then you high nigga, but if you ain't"
257,trust-no-bitch,2007,eazy-e,Hip-Hop,"Yes Im too smart to get dicked...or so the case may be
that's how the ho felt when she found at that she couldnt play me
I know the game and I know it rather swell too
Rubbin up on my dick and givin me hints that your interested
thinking first you'll kiss my lips and rub my hips, then he'll take a sip
of hennesey hit the buddha, pass out and i'll take his shit
HELL NAW monkey mouth trick, ya stupid ho
you must be a fool if you thinking that i dunno
But nah you broke ass hoes wanna come up, shaking that money maker
but i break her 'cause the bitch is a faker
Or maybe she just dont know the formula
of how to get rich quick
without making happy dicks
That's all the bitch know is...
how to be a mega ho
i guess that just goes to show
that's she too ignorant to know
that i wont be played...or gay or dapper, but I aint perfect
I whip the dick out now and then and let em slurp it
but im careful, bein aware of the bitches
thats torchin niggas on purpose 'cause they think they deserve it
yea thats some cold shit, my experience oughta learn ya
that if a nigga aint tryina smoke you a bitch tryina burn ya
So trust no
*Chorus*
Trust no... bitch (?funky cut? bitches)
Trust no... bitch (?funky cut? ho)
x2
(AMG)
I refuse to lose so I chose few and trust none
To my women I love, but to you bitches I aint the one
When i tell you to trust no bitch, It might not occur to you
females aint the only bitches that Im refering to
See you can help a bitch
let alone treat swell a bitch
'cause the bitch sold out...gon sell out...or the bitch gon snitch
Bitches wanna be and gonna always be around
Watchin what ya doin tryina use ya and keep ya down
bore ya with a story ya got ya own
Imma strengthn your conviction to give that dog a bone
And move on...for the motherfucker fakin you... fuck you
and make you take their punk bitch ass to the bank foo
see bitches get paid. these bitches got charms
I see em at the mall, on tv and on my homies arms
Just some of homies got bitches but we breaking bitches
so i come like dis bitch ""act like you know me
*Chorus*
Eazy E the muthafuckin manipulator when it comes to pussy, hoes
just watch how my dick grows
but since all hoes fall in the bitch category,
trustin no hooker ass bitch is mandatory
how much do you want? bitch how much can you take
'cause a nigga like the E you cant break
Put ya skinny little ass in my face and I'll slap it
Whip out my dick and let you lick before i tap it
My left hands on your ass my right hands on your head
'cause bitches get the nut.... and niggas get the lead
suckin my dick lickin my balls you know you are the master
suckin my toes lickin my ass you make me come faster
But it just dont stop
suckin everybodies dick...'cause its good to the last drop
but that shit dont faze me
I trust no car wrecking ho's this ones for you tracy
*Chorus*
Bitches aint nuffin but a hole in a 9 deuce
I'd rather make a mil while sippin a cold brew
Bitches aint shit...word to the digi-digi-dick
Eazy E PPC AMG and Quik
Bitch I aint babyface so save ya whip appeal
I neva go on dates with broke bitches, 'cause free meals
are suppose to pay the way to lucrative panty deals?
Bitch please, you betta hit ya knees
and you can even touch ya toes
'cause im still playin yall punk hoes like dominios
and if you suck the dick right and the pussy tight
I might not beat you down til the 2nd nite
Once a dog always a dog, trick
ya little trick tramp slut with a big butt
'cause you aint shit bitch
I'd rather fuck ya then love ya
'cause bitch I neva trust ya
*chorus*
HELLL MUTHAFUCKIN YEA
This is one for all those trifilin ass, no good, riff raff, crab scratchin, one a month bleedin, no douching, disgusting bitches.You know you gettin this from DJ Quik, mah nigga easy muthafuckin e, AMG is definetly in the house, and the PPC is sending this to you
that bitch cindy is a muthafuckin funky cut ho
and mesha is a no good
that bitch fatal is a no good funky cut ho
robin is a trifilin ass funky cut ho
dana is a funky funky cut ho
novita is a trifilin ass funky cut ho
marcy's is a disgusting funky cut ho
karen is a funky funky ass funky cut ho
Easy said tracy is a no good funky cut ho
Deuce said april is a funky cut
and like I said before
AAAAALLLLLLLLLLLLLL BIITCCCCCCHHHHHHESSSSSSS AAAAAAIIINNNNNTTTTTTTT SHIT!"
258,boyz-n-the-hood-g-mix,2007,eazy-e,Hip-Hop,"Hey yo man, remember that shit Eazy did a while back
Motherfuckers said it wasn't gonna work
That crazy shit, yeah the stupid shit
Hey yo Eazy! (Yo!)
Hey man why don't you come off the piano for a minute
And bust this crazy shit
Woke up quick at about noon
Just thought that I had to be in Compton soon
I gotta get drunk before the day begins
Before my mother starts bitchin' about my friends
About to go and damn near went blind
Young niggaz at the pad throwin' up gang signs
Ran in the house and grabbed my clip
With the Mac-10 on the side of my hip
Bailed outside and pointed my weapon
Just as I thought, the fools kept steppin'
Jumped in the fo' hit the juice on my ride
I got front back and side to side
Then I let the Alpine play
Bumpin' new shit by NWA
It was ""Gangsta Gangsta"" at the top of the list
Then I played my own shit, it went somethin' like this
Cruisin' down the street in my six-fo'
Jockin' the bitches, slappin' the hoes
Went to the park to get the scoop
Knuckleheads out there cold shootin' some hoops
A car pulls up, who can it be?
A fresh El Camino rolled, Kilo G
He rolls down his window and he started to say
It's all about makin' that GTA
Cuz the boyz n tha hood are always hard
You come talkin' that trash we'll pull your card
Knowin' nothin' in life but to be legit
Don't quote me boy, cuz I ain't sayin' shit
Down on B's in the place to give me the pace
He said my man JB is on freebase
The boy JB was a friend of mine
Til I caught him in my car tryin' to steal my Alpine
Chased him up the street to call a truce
The silly motherfucker pull out a deuce-deuce
Little did he know I had a loaded 12 gauge
One sucker dead, LA Times front page
Cuz the boyz n tha hood are always hard
You come talkin' that trash we'll pull your card
Knowin' nothin' in life but to be legit
Don't quote me boy, cuz I ain't sayin' shit
Bored as hell and I wanna get ill
So I went to a spot where my homeboys chill
The fellows out there, makin' that dollar
I pulled up in my 6-4 Impala
They greet me with a 40 and I start drinkin'
And from the 8-ball my breath starts stinkin'
Left to get my girl, to rock that body
Before I left I hit the Bacardi
Went to her house to get her out of the pad
Dumb hoe says something stupid that made me mad
She said somethin' that I couldn't believe
So I grabbed the stupid bitch by her nappy ass weave
She started talkin' shit, wouldn't you know?
Reached back like a pimp and slapped the hoe
Her father jumped up and he started to shout
So I threw a right-cross and knocked his old ass out
Cuz the boyz n tha hood are always hard
You come talkin' that trash we'll pull your card
Knowin' nothin' in life but to be legit
Don't quote me boy, cuz I ain't sayin' shit
I'm rollin' hard now I'm under control
Then wrapped the six-fo' round the telephone poll
I looked at my car and I said, ""Oh brother
I throw it in the gutter and go buy another""
Walkin home and I see the G ride
Now Kat is drivin Kilo on the side
As they busted a U, they got pulled over
An undercover cop in a dark green Nova
Kat got beat for resistin arrest
He socked the pig in the head for rippin his Guess
Now G is cut for doin the crime
For defense on the boy, he'll do some time
Cuz the boyz n tha hood are always hard
You come talkin' that trash we'll pull your card
Knowin' nothin' in life but to be legit
Don't quote me boy, cuz I ain't sayin' shit
I went to get them out but there was no bail
The fellaz start to riot in the county jail
Two days later in municipal court
Kilo G on trial straight cold cut a fork
""Disruption of the court"", said the judge
On a six year sentence my man didn't budge
Bailiff came over to turn him in
Kilo G looked up and gave a grin
He yelled out ""fire!"", then came Suzi
The bitch came in with a sub-machine uzi
Police shot the bitch but didn't hurt her
Both up state for attempted murder
Cuz the boyz n tha hood are always hard
You come talkin' that trash we'll pull your card
Knowin' nothin' in life but to be legit
Don't quote me boy, cuz I ain't sayin' shit"
259,niggaz-aint-dead,2007,eazy-e,Hip-Hop,"[Eazy-E]
Now everythings good in my hood
and its on and poppin' Eazy-Muthaphukkin-E
From East Side South Compton
str8 givin' up the real
on how a nigga feel talk that shit
muthaphukkaz caps get peeled
layin' low in the cut
gettin higher than a muthaphuka niggaz knows whats up
I'm that gangsta, gangsta is that what there still yellin'
nigga G to a T saggin' and bailin'
live by the gun you know what I'm sayin' Ren
""Yea""
so I guess I'll die by that muthaphukka then
so when I die niggaz bury me
make sure my shit reads Eazy-Muthaphukkin-E
and it's a fact to be exact my tombstone should read:
He Put Compton On That Map
and thats how a nigga feel
when I'm givin' up Tha Muthaphukkin Real
[Chorus]
[MC Ren]
They say real niggaz was dead but this nigga be alive
[DJ Yella]
Eazy muthaphukkin E, muthaphukkin god father of gangsta rap
[MC Ren]
They say real niggaz was dead but this nigga be alive
[Eazy-E]
Well I'm Eazy-E I got womaan galore (x2)"
260,players-club,2007,eazy-e,Hip-Hop,"(Chorus)
Me and my homies we tighter than a glove
Chop a lot of game as how we do it at the Playaz Club
Check the fool or kick it in the tub
Cuz we kick much ass at the Playaz Club
I got a hoe named Real de Real
She got a buddy named SP-12 now you know the deal
We getz freaky in the studio late night
That's why the beats that you hear are comin real tight
Somethin to roll to somethin to stroll to
use a playa in the game this will hold you
Mo money mo money for the bank roll
Stick to the script don't slip in the nine-fo
A lot of fools put salt in the game
Till these women get the notion that they runnin the game huh
I run my own and I'm my own self person
No respect make the situation worse then
Fillmoe, H.P., and Sunnydale
There's a playaz club every one you dwell
Lakeview, P.H., and Army Street
A different part of town a different kind of freak
I just wiggle my toes on a mink rug
press play on the remote at the playaz club
(chorus)
(more champagne, Mr. Forte?)
From day one I had to get my money right
Me, Fly, and Franky J we took a airplane flight huh
They wanted to hear a rap I said alright bet
We dropped the beat and grabbed the mic then they wrote a check
A few G's for the pocket no hesitation
Took a flight back to the Golden State and
Shops made orders from a whole new capital
Words get now 4-Tay's out rappable
Don't need a Glock but I bought one just in case
Suckas try to stop me from pursuin my paper chase
Cuz the chase is on because it don't stop
I got the beat and got the rap you make the Glock pop
So treacherous suckas couldn't sweat this on a bad day
By the way just in case you never heard
Rappin 4-Tay I'm on the smooth tip
Never trippin off them suckas poppin off the lip
I pop the top off the drank and we can roll some dank bro
Leave the gat at the house bring some dominoes
Take off your shoes relax and get a body rub
And shoot your mackin at these women at the playaz club
(chorus)
You can't resist it but don't get it twisted
V.I.P. that means the number's not listed
Membership is based on clout and how you carry yourself
Now homie what you all about?
I stack paper and kick it with the O.G's
Some got a nine-to-five some drink a lot of keys
You can learn a whole lot from a playa
Lot of these playas make a damn good rhyme sayer
A lot of people get a misconception
And start driftin in the wrong direction
Miss goody two sure see you later
I ain't got time you ain't nuthin but a playa hater
I'd rather kick it with the crew in Arizona
They chop game like we do in California
Another show another flow a new bank account
But cash money comes in large amounts
So get your membership but never slip to lame fast
Or else us and fly will have to tap that ass
And drop you to the ground and make your knees scrub
It's just an everyday thang at the playaz club
(chorus)
Me and my homies we tighter than a glove
Chop a lot of game is how we do it at the playaz club
Check the fool or kick it in the tub
Cuz we kick much ass at the Sucka Free club
(4-Tay talking)
Yeah I'd like to send this shout out
to all the playaz club throughout the world
I know they got a Playaz club out there in Chicago
(Fly)
What about that one they got out there in Philly, Fo?
(4-Tay)
You know they got one out there in Atlanta the way they by choppin
(Fly)
Shit, Detroit, New York, Texas
(4-Tay)
Yeah but we gonna move on down to these
playaz clubs close to home like
Seattle, L.A., Bakersfield, San Diego
(Fly)
P.A., V-Town, Richmond, Sacramento
(4-Tay)
Yeah but a special shot goes out to the
playaz club right across the water in the Biggity Biggity O
(Fly)
Yeah and last but definitely not least yeah them
playa clubs they got right there in the
San Francisco mothafuckin bay yeah
Where your playaz club at Fo?
(4-Tay)
My playaz club right in the heart of Fillmoe
(Fly)
Uh, I feel you boy!
(4-Tay)
Where yours at fly?
(Fly)
Man on the corner of Third and Newcomb right in the heart of H.P.!
Huh!
(4-Tay)
This is for all you playaz out there mane we out at the playaz club"
261,down-2-tha-last-roach,1998,eazy-e,Hip-Hop,"I still express, yo, I don't smoke weed or sess
Bitch
Ah, greetings earthlings, and welcome to the motherfuckin'
Wonderful, wonderful, motherfuckin' world
Of gettin' higher than a motherfucker
Ohh me? I'm funk on your mind
Alias to you motherfucker's roach clip
And this here's my Kimosabe dumpin' shit on yo' ass
And my nigga goes by the name of BG Ashtray
And we 365, that means we fucked up all the way around
And our motto is
Gettin' higher than a motherfucker
Down to tha last roach
Creep'n through this cloud of smoke
With a little bit of funk to make ya choke in
Gangstas come feel good inside
As we take you for a ride to another dimension
Deep from a 4-0 O-Z
Two crooked ass niggaz on a cosmic journey
Straight from the planet G
Where the real niggaz dwell in the realms of Ruthless
Took a puff of the indo spliff
High like a bird as I creep to the bud spot
Break me off a proper piece so I can get fucked
With my nigga roach clip, BG Ashtray, dump that ash tray
Ruthless family, high as can be
Smoke that [unverified] psychedelically insane
And gettin' higher than a motherfucker
Gettin' higher than a motherfucker
Down to tha last roach
As I step through the smoke
Deep from a land broke, niggaz don't come to
Straight to Indonesia
Chronic fever step off punk, we don't need ya
Blaze a blunt to the boogie
And come take a ride on a journey with a real G
Life is easily explained on the level
Of smokin' bud with the motherfuckin' Devil in my imagination
Sup with these thoughts what a fly creation
Indo smoke from the land of G'z
Letting them know they can't handle these
Niggaz, straight from the planet Dime
I have come to put funk on your mind
Eazy-E better known as Mr. Roach Clip
So pass the bud 'cuz we still gettin' higher than a motherfucker
Gettin' higher than a motherfucker
Down to tha last roach
Now I'm real fucked up, yes, high as hell
Ring, ding, ding, do I hear some bells or am I just trippin'
Thinkin' about that 4 that I'm dippin'
Front, back, side to side on corners that's how a nigga gotta ride
Dip to the, dip to the back, bumpin' Eazy-E on 8 track
So blaze up a another skunky, funky, dookie, doobie
So we can get loogied, up some more, up, up it go
What's my name? Eazy-E, yo
The motherfuckin' bud smokin' loc'n
When I'm high as a kite causing ruckus, yeah
Gettin' higher than a motherfucker
Gettin' higher than a motherfucker
Down to tha last roach
Substance
Mar-a-Mutha-Fuckn-Wana
Common slang names
Pot, grass, dope, weed, homegrown, sinsemilla
Maui-wowie, Thai sticks, joints, roaches, indica
Concentrated rezi called hash or hashish
But some niggaz call it bud
Active Ingredient
Tetra hydro cannabinol, THC
Source
Cannabis sativa
Form a callogic classification
CNS, depressive hallucigent
Medical use
Experimental only,oh yeah, we still testing
And don't forget we still gettin' higher than a motherfucker
Gettin' higher than a motherfucker
Down to tha last roach
I'll punk you like that, don't give a fuck
I'll punk you like that, don't give a fuck
I'll punk you like that, don't give a fuck
I'll punk you like that, don't give a fuck
I went tah get them out but there was no bail
My niggaz caused a riot in tha county jail
Two days later in municiple court
Kilo G on trial straight caught a fought
Instruct him out tha court said the judge
On a six year sentence my man didn't budge
Bailiff came over tah, turn him in
Kilo G looked up and gave a grin
He yelled out fire then came Susie
Tha bitch came in wit a submachine uzi
Police shot tha girl but didn't hurt her
Both up state for attempted murder
Gettin' higher than a motherfucker
Down to tha last roach"
262,real-muthaphuckkin-gs,1998,eazy-e,Hip-Hop,"Comp-ton [5x]
Ah, Real Muthaphukkin G'z [4x]
Hey yo Dr. here's another proper track and it's phat
Watch the sniper, time to pay the piper
And let the real shit provoke
See you's a wanna be loc and you get smoked and I hope that your
Fans understand when you talk about preyin' me
The same records that your makin' is payin' me
Muthafuck Dre, Muthafuck Snoop, Muthafuck Death Row
Yo and here comes my left blow
'Cause I'm the E-A-Z-Y-E and this is the season
To let the real Muthaphuckkin G's in
You're like a kid you find the poop when you open up your diaper
But tell me where the fuck you find that anorexic rapper
Talkin' about who you go squabble with and who you shoot
You're only 60 pounds when you're wet and wearin' boots
[Gangsta Dresta]
Damn E they tried to fade you on Dre Day
But Dre Day only make Eazy's payday
All of a sudden Dr. Dre is a G-Thang
But on his old album covers he was a she thang.
So nigga please, nigga please, don't step to these
Muthaphuckkin Real G's
[Gangsta Dresta]
Every day it's a new rapper
Claimin' to be deffer than the Dresta
Smoother than a bitch, but betray the role of gangster
Ain't broke a law in your life, yet every time you rap you yap about the guns and knives, just take a good look at the Nigga
And you'll capture the fact that
the bastard is simply just an actor
Who mastered the bang and the slang and the mental
Of niggas in Compton, Watts, and South Central
Never ever once have ya ran with the turf
But yet in every verse claim ya used to do the dirt
But tell me who's a witness to ya fuckin' work
See ya never had no business so save the drama, jerk
Niggas straight kill me knowin' that they pranksters
This is goin' out to you studio gangsters
See I did dirt but put in work and many niggas can vouch that
So since I've got stripes I got the right to rap about that
But niggas like you, I gotta hate ya
Cause I'm just tired of so many niggas
Claiming that they come from projects
Knowin' you ain't seen no parts of the streets G
Think ya started trying to bang a rap
While ya tryin' to sign a peace treaty
Wearing khakis and mime while you rhyme
Little fag try to sag, but ya floodin' at the same time
And ya set don't accept ya, Scared to kick it with your homies
Cause ya know they don't respect ya
So nigga please check nuts before you step to these
Muthaphuckkin Real G'z
[B.G. Knocc Out]
Well, It's the Knock out, definition original baby gangsta
approach me like you hard muthafucka
I'm a bank ya, shank ya with my fuckin' shank if I hafta
Dr. Dre and Snoop Doggy Dogg are fuckin' actors
Pranksters, studio gangsters, busters
but this time you're dealing with some real muthafuckas
jeez, nigga please, don't try to step cause if you do
Then a peeled cap is all that would be left
See young niggas like me will break you of something
Claiming my city but Dre you ain't from Compton
Niggas like ya'll is what I call wannabes
And ain't shit compared to Real Muthaphuckkin G's
[Eazy-E]
I never met an OG who never did shit wrong
Ya tried to diss the Eazy-E so now nigga it's on
You and your Doggy Dogg think that you're hogging shit
Both of you bitches can come and suck my doggy dick
Beatin' up a bitch don't make you shit
But then again some niggas think it makes a man. . . Damn
It's a trip how a nigga could switch so quick
From wearing lipstick to smoking on chronic at picnics
And now ya think your bigger, but to me you ain't nothin'
but a bitch ass nigga
That ain't worth a food stamp
And at Death Row I hear you're getting treated like boot camp
Gotta follow your sergeant's directions
Or get your ass popped with the Smith & Wesson
Learn a lesson from the Eaze
Stay in your place and don't step to REAL MUTHAPHUCKKIN G'Z
Boy you should've know by now
Eazy duz it"
263,exxtra-special-thankz,1998,eazy-e,Hip-Hop,"19 muthaphukkin 93,
and I'm back in this bitch,
Shouts go out to these fake as notorius,
Eazy- muthaphukkin- E, the hip hop thugster...
ha ha ha, muthaphukkin wanna bees...
what's up honey...
And to that skinny as, punk muthaphukkin main G az Dre,
I like to say what's up to my bitch Dre, ha ha,
Snoop doggy, doggy dogg, what's up nigga, dogg catcha's
Hold on 'cause E makes some moe money, baby.
about to get ya...
y'all better act somebody, y'all better act somebody,
y'all better act somebody, ha ha ha...And if y'all niggaz don't know what's up,
Muthaphukkin mud..."
264,eternal-e,1998,eazy-e,Hip-Hop,"[Yella]
Yo this is Yella
as we wine down to the final song
I wanted to make this one to remember my lil nigga E
I know he wanted this track on his record
though he was takin' from us to god damn soon
so I finished for him peace nigga...
[Eazy-E]
We did a song fuck da police you know
and everybody been hearing fuck sayin'
fuck da police for years and years and years
and finally it took a muthaphukka to video tape
a nigga gettin' the shit beat out of him
for everybody else to say fuck da police
and we did fuck da police people put us down
and sayed we were ahead of our time you know it
took the video you know ya shot by accident
to tell the truth and open the worlds eyes
yes we do have a serious problem in L.A.
and other citys true retaliate happens all the time
people tryin' to change things for years but I don't
think anything is gonna help the problem is to deep
N.W.A. is just being brutally honest.
City of Compton (x2)
City of,City of Compton baby baby
[Eazy-E]
They swearin' on cable T.V. it ain't teachin'
nobody nothin' new cause little kids grow up
you know one, two years old hearin' there mother
sayin' fuck this, you little son of bitch I beat
the shit out of you and all this shit and you know
they pick up from all the shit and you know so they
learn shit you know it's not gonna be teachin'
muthaphukkaz nothin' new cause I got some new words
for your ass.
[Eazy-E]
We don't tell you to go out and gang bang
we tell you ya know and our songs is as you
know if you could go out stealin' and killin'
and beatin' up people all day but that person
ends up dead or in jail sometimes he gets away
you know and we don't have no rags no red no blue
rags and tellin' we gonna go out and creep or go
out and do that other thing or whateva it is
you know we ain't tell you to be joinin' no gang
or whateva else.
Rollin Down (x3)
[Yella]
Eazy-Muthaphukkin-E
The Hip-Hop Thugsta
from the see-P-T
Compton Style
Real Niggaz
Nigga For Life
We don't Die..(x3)
I'd like to send all my love out to his kids
and my God Son Derik, Little D
to all his family
to his wife and everybody who loved him
and the people that didn't love 'em
yo E tell these niggaz what's up
""I say Fuck 'Em""
hehehehaha
I tried that's right fuck these Muthaphukkaz
to all the real niggaz out there
we still in this muthaphukka
beware...96 Style....96 Style
Yeah Big Man we out.
[Eazy-E]
As I was sayin' before
see you around buddy boy
I'm feelin' to fuck all
goodbye
hahahahahaahahahmmmmhehehemhmhhmhheeheheheheeh
oooooooooooooh Shit!"
265,hit-the-hooker,1998,eazy-e,Hip-Hop,"[Eazy-E]
Big titie shitty bang bang sittin' on a dick
tryin' to play a pimp by the fifteen clicks
hoes play with me weekly
so I'm down wit hoe play with my pee pee
Eazy muthaphukkin' access
saggy baggy ass pants for a happy ass bitch
ho ho ho to the ho and the cloe
ski to the E or a piss in the snow
I take a hoe from the show to the mo' to the flow
to the inches where mo' now the hoe is gotta go
pussy just as hairy as a panda, pink and peppy panther
panty expander, tricks lick long while I lap long hard and fast
while I'm dippin' hunnies ass, throwin' harder with Barbara
seein' sexy with Betsy, gettin' ready for Betty,
I hit the hooker heavy
[Chorus]
I hit the hooker heavy
Ready to.... (x4)
[Eazy-E]
Use a finger to when them real niggas comes to spread'em
hittin' other peoples bitches so I'm comin' to ya weddin'
head and the bill in the dark I begin with my dick
so you can say I have a head start
comin' from the south of the border, cause I'm shorter
than ya thought I was wife, whore, daughter in the order
fuck all that one man one bitch shit
one condom, one dick, switch
to another after gun with a rubber
you can lick me like a lover wipe your mouth on the cover
I never dilly dally pimpin' Susan and Sally
now you can find the couchie from Miami to Cali
throwin' harder with Barbara
seein' sexy with Betsy, gettin' ready for Betty,
I hit the hooker heavy
[Chorus]
I hit the hooker heavy
Ready to.... (x4)
[Eazy-E]
Bitches comin' with it for doublemint
lookin' for ya homies
cause the hoes know me like they owe me
I got a strip I hit when I'm lonely
hit a bitch wit a whip and she run like Toby
so never count on me fool when in the true skool
wit truce sluts lookin' for a crew screw
I flip and I flow when they go kinda low
hoe better have my dough so suck silly
hookers could stay or ya don't touch nuts
really hook a good day
adios disapear like a smoke your rejected
by a dick that's erect bitch
sometimes I think I'm losin' it a lunatic
with a lot of automatic shit with clips
it ain't no thang to me it's the same ole slang
to me I roll with a long size gang with me
throwin' harder with Barbara
seein' sexy with Betsy, gettin' ready for Betty,
I hit the hooker heavy
[Chorus]
I hit the hooker heavy
Ready to.... (x8)"
